mature_accession	mature_name	mature_confidence	precursor_accession	precursor_name	precursor_confidence
MIMAT0000081	hsa-miR-25-3p	high	MI0000082	hsa-mir-25	high
MIMAT0000093	hsa-miR-93-5p	high	MI0000095	hsa-mir-93	high
MIMAT0004509	hsa-miR-93-3p	high	MI0000095	hsa-mir-93	high
MIMAT0000680	hsa-miR-106b-5p	high	MI0000734	hsa-mir-106b	high
MIMAT0004672	hsa-miR-106b-3p	high	MI0000734	hsa-mir-106b	high
MIMAT0019725	hsa-miR-4658	low	MI0017286	hsa-mir-4658	low
MIMAT0027582	hsa-miR-6840-5p	high	MI0022686	hsa-mir-6840	high
MIMAT0027583	hsa-miR-6840-3p	high	MI0022686	hsa-mir-6840	high
MIMAT0027650	hsa-miR-6875-5p	low	MI0022722	hsa-mir-6875	low
MIMAT0027651	hsa-miR-6875-3p	low	MI0022722	hsa-mir-6875	low
MIMAT0019718	hsa-miR-4653-5p	low	MI0017281	hsa-mir-4653	low
MIMAT0019719	hsa-miR-4653-3p	low	MI0017281	hsa-mir-4653	low
MIMAT0016913	hsa-miR-4285	low	MI0015891	hsa-mir-4285	low
MIMAT0005919	hsa-miR-548o-3p	unknown	MI0006402	hsa-mir-548o	low
MIMAT0021082	hsa-miR-5090	low	MI0017979	hsa-mir-5090	low
MIMAT0018994	hsa-miR-4467	low	MI0016818	hsa-mir-4467	low
MIMAT0018088	hsa-miR-3666	low	MI0016067	hsa-mir-3666	low
MIMAT0024616	hsa-miR-6132	low	MI0021277	hsa-mir-6132	low
MIMAT0003260	hsa-miR-592	low	MI0003604	hsa-mir-592	low
MIMAT0003261	hsa-miR-593-5p	low	MI0003605	hsa-mir-593	low
MIMAT0004802	hsa-miR-593-3p	low	MI0003605	hsa-mir-593	low
MIMAT0000242	hsa-miR-129-5p	high	MI0000252	hsa-mir-129-1	high
MIMAT0004548	hsa-miR-129-1-3p	high	MI0000252	hsa-mir-129-1	high
MIMAT0000259	hsa-miR-182-5p	high	MI0000272	hsa-mir-182	high
MIMAT0000260	hsa-miR-182-3p	high	MI0000272	hsa-mir-182	high
MIMAT0000095	hsa-miR-96-5p	high	MI0000098	hsa-mir-96	high
MIMAT0004510	hsa-miR-96-3p	high	MI0000098	hsa-mir-96	high
MIMAT0000261	hsa-miR-183-5p	high	MI0000273	hsa-mir-183	high
MIMAT0004560	hsa-miR-183-3p	high	MI0000273	hsa-mir-183	high
MIMAT0000765	hsa-miR-335-5p	high	MI0000816	hsa-mir-335	high
MIMAT0004703	hsa-miR-335-3p	high	MI0000816	hsa-mir-335	high
MIMAT0004503	hsa-miR-29a-5p	high	MI0000087	hsa-mir-29a	high
MIMAT0000086	hsa-miR-29a-3p	high	MI0000087	hsa-mir-29a	high
MIMAT0004514	hsa-miR-29b-1-5p	high	MI0000105	hsa-mir-29b-1	high
MIMAT0000100	hsa-miR-29b-3p	high	MI0000105	hsa-mir-29b-1	high
MIMAT0018074	hsa-miR-3654	low	MI0016054	hsa-mir-3654	low
MIMAT0024617	hsa-miR-6133	low	MI0021278	hsa-mir-6133	low
MIMAT0025474	hsa-miR-6509-5p	high	MI0022221	hsa-mir-6509	high
MIMAT0025475	hsa-miR-6509-3p	high	MI0022221	hsa-mir-6509	high
MIMAT0004764	hsa-miR-490-5p	high	MI0003125	hsa-mir-490	high
MIMAT0002806	hsa-miR-490-3p	high	MI0003125	hsa-mir-490	high
MIMAT0018995	hsa-miR-4468	low	MI0016819	hsa-mir-4468	low
MIMAT0041629	hsa-miR-10399-5p	low	MI0033423	hsa-mir-10399	low
MIMAT0041630	hsa-miR-10399-3p	low	MI0033423	hsa-mir-10399	low
MIMAT0044657	hsa-miR-11400	low	MI0036559	hsa-mir-11400	low
MIMAT0027684	hsa-miR-6892-5p	low	MI0022739	hsa-mir-6892	low
MIMAT0027685	hsa-miR-6892-3p	low	MI0022739	hsa-mir-6892	low
MIMAT0005895	hsa-miR-548f-3p	low	MI0006377	hsa-mir-548f-4	low
MIMAT0003880	hsa-miR-671-5p	high	MI0003760	hsa-mir-671	high
MIMAT0004819	hsa-miR-671-3p	high	MI0003760	hsa-mir-671	high
MIMAT0018179	hsa-miR-3907	low	MI0016410	hsa-mir-3907	low
MIMAT0000439	hsa-miR-153-3p	high	MI0000464	hsa-mir-153-2	high
MIMAT0026480	hsa-miR-153-5p	high	MI0000464	hsa-mir-153-2	high
MIMAT0003263	hsa-miR-595	low	MI0003607	hsa-mir-595	low
MIMAT0022501	hsa-miR-5707	low	MI0019315	hsa-mir-5707	low
MIMAT0018097	hsa-miR-3674	low	MI0016075	hsa-mir-3674	low
MIMAT0003264	hsa-miR-596	low	MI0003608	hsa-mir-596	low
MIMAT0028230	hsa-miR-7160-5p	low	MI0023621	hsa-mir-7160	low
MIMAT0028231	hsa-miR-7160-3p	low	MI0023621	hsa-mir-7160	low
MIMAT0030982	hsa-miR-8055	low	MI0025891	hsa-mir-8055	low
MIMAT0019726	hsa-miR-4659a-5p	high	MI0017287	hsa-mir-4659a	high
MIMAT0019727	hsa-miR-4659a-3p	high	MI0017287	hsa-mir-4659a	high
MIMAT0019733	hsa-miR-4659b-5p	high	MI0017291	hsa-mir-4659b	high
MIMAT0019734	hsa-miR-4659b-3p	high	MI0017291	hsa-mir-4659b	high
MIMAT0005935	hsa-miR-548i	low	MI0006423	hsa-mir-548i-3	low
MIMAT0019728	hsa-miR-4660	low	MI0017288	hsa-mir-4660	low
MIMAT0003265	hsa-miR-597-5p	high	MI0003609	hsa-mir-597	high
MIMAT0026619	hsa-miR-597-3p	high	MI0003609	hsa-mir-597	high
MIMAT0004591	hsa-miR-124-5p	high	MI0000443	hsa-mir-124-1	high
MIMAT0000422	hsa-miR-124-3p	high	MI0000443	hsa-mir-124-1	high
MIMAT0016916	hsa-miR-4286	low	MI0015894	hsa-mir-4286	low
MIMAT0005953	hsa-miR-1322	low	MI0006653	hsa-mir-1322	low
MIMAT0003266	hsa-miR-598-3p	high	MI0003610	hsa-mir-598	high
MIMAT0026620	hsa-miR-598-5p	high	MI0003610	hsa-mir-598	high
MIMAT0022484	hsa-miR-5692a	low	MI0019298	hsa-mir-5692a-2	low
MIMAT0018201	hsa-miR-3926	low	MI0016434	hsa-mir-3926-1	low
MIMAT0018201	hsa-miR-3926	low	MI0016437	hsa-mir-3926-2	low
MIMAT0000738	hsa-miR-383-5p	low	MI0000791	hsa-mir-383	low
MIMAT0026485	hsa-miR-383-3p	low	MI0000791	hsa-mir-383	low
MIMAT0015020	hsa-miR-548v	low	MI0014174	hsa-mir-548v	low
MIMAT0000510	hsa-miR-320a-3p	high	MI0000542	hsa-mir-320a	high
MIMAT0037311	hsa-miR-320a-5p	high	MI0000542	hsa-mir-320a	high
MIMAT0027584	hsa-miR-6841-5p	low	MI0022687	hsa-mir-6841	low
MIMAT0027585	hsa-miR-6841-3p	low	MI0022687	hsa-mir-6841	low
MIMAT0027652	hsa-miR-6876-5p	low	MI0022723	hsa-mir-6876	low
MIMAT0027653	hsa-miR-6876-3p	low	MI0022723	hsa-mir-6876	low
MIMAT0005928	hsa-miR-548h-5p	unknown	MI0006414	hsa-mir-548h-4	high
MIMAT0022723	hsa-miR-548h-3p	high	MI0006414	hsa-mir-548h-4	high
MIMAT0027586	hsa-miR-6842-5p	high	MI0022688	hsa-mir-6842	high
MIMAT0027587	hsa-miR-6842-3p	high	MI0022688	hsa-mir-6842	high
MIMAT0027588	hsa-miR-6843-3p	low	MI0022689	hsa-mir-6843	low
MIMAT0018005	hsa-miR-3622b-5p	low	MI0016014	hsa-mir-3622b	low
MIMAT0018006	hsa-miR-3622b-3p	low	MI0016014	hsa-mir-3622b	low
MIMAT0018003	hsa-miR-3622a-5p	high	MI0016013	hsa-mir-3622a	high
MIMAT0018004	hsa-miR-3622a-3p	high	MI0016013	hsa-mir-3622a	high
MIMAT0016917	hsa-miR-4287	low	MI0015895	hsa-mir-4287	low
MIMAT0016918	hsa-miR-4288	low	MI0015896	hsa-mir-4288	low
MIMAT0015021	hsa-miR-3148	low	MI0014175	hsa-mir-3148	low
MIMAT0021029	hsa-miR-548ao-5p	low	MI0017871	hsa-mir-548ao	low
MIMAT0021030	hsa-miR-548ao-3p	low	MI0017871	hsa-mir-548ao	low
MIMAT0002177	hsa-miR-486-5p	high	MI0002470	hsa-mir-486-1	high
MIMAT0004762	hsa-miR-486-3p	high	MI0002470	hsa-mir-486-1	high
MIMAT0002177	hsa-miR-486-5p	high	MI0023622	hsa-mir-486-2	high
MIMAT0004762	hsa-miR-486-3p	high	MI0023622	hsa-mir-486-2	high
MIMAT0018996	hsa-miR-4469	low	MI0016820	hsa-mir-4469	low
MIMAT0018997	hsa-miR-4470	low	MI0016821	hsa-mir-4470	low
MIMAT0004591	hsa-miR-124-5p	high	MI0000444	hsa-mir-124-2	high
MIMAT0000422	hsa-miR-124-3p	high	MI0000444	hsa-mir-124-2	high
MIMAT0022469	hsa-miR-5681a	low	MI0019281	hsa-mir-5681a	low
MIMAT0022480	hsa-miR-5681b	low	MI0019293	hsa-mir-5681b	low
MIMAT0009977	hsa-miR-2052	low	MI0010486	hsa-mir-2052	low
MIMAT0015022	hsa-miR-3149	low	MI0014176	hsa-mir-3149	low
MIMAT0049017	hsa-miR-12123	low	MI0039725	hsa-mir-12123	low
MIMAT0022502	hsa-miR-5708	low	MI0019316	hsa-mir-5708	low
MIMAT0019729	hsa-miR-4661-5p	high	MI0017289	hsa-mir-4661	high
MIMAT0019730	hsa-miR-4661-3p	high	MI0017289	hsa-mir-4661	high
MIMAT0031011	hsa-miR-8084	low	MI0025920	hsa-mir-8084	low
MIMAT0018926	hsa-miR-378d	low	MI0003840	hsa-mir-378d-2	low
MIMAT0018194	hsa-miR-3150b-3p	low	MI0016426	hsa-mir-3150b	low
MIMAT0019226	hsa-miR-3150b-5p	low	MI0016426	hsa-mir-3150b	low
MIMAT0015023	hsa-miR-3150a-3p	low	MI0014177	hsa-mir-3150a	low
MIMAT0019206	hsa-miR-3150a-5p	low	MI0014177	hsa-mir-3150a	low
MIMAT0039323	hsa-miR-9903	high	MI0031831	hsa-mir-9903	high
MIMAT0003267	hsa-miR-599	low	MI0003611	hsa-mir-599	low
MIMAT0004922	hsa-miR-875-5p	low	MI0005541	hsa-mir-875	low
MIMAT0004923	hsa-miR-875-3p	low	MI0005541	hsa-mir-875	low
MIMAT0018998	hsa-miR-4471	low	MI0016822	hsa-mir-4471	low
MIMAT0030020	hsa-miR-7705	low	MI0025241	hsa-mir-7705	low
MIMAT0022468	hsa-miR-5680	low	MI0019280	hsa-mir-5680	low
MIMAT0015024	hsa-miR-3151-5p	low	MI0014178	hsa-mir-3151	low
MIMAT0027026	hsa-miR-3151-3p	low	MI0014178	hsa-mir-3151	low
MIMAT0003251	hsa-miR-548a-3p	unknown	MI0003612	hsa-mir-548a-3	high
MIMAT0004803	hsa-miR-548a-5p	high	MI0003612	hsa-mir-548a-3	high
MIMAT0009978	hsa-miR-2053	low	MI0010487	hsa-mir-2053	low
MIMAT0017987	hsa-miR-3610	low	MI0016000	hsa-mir-3610	low
MIMAT0025456	hsa-miR-548az-5p	high	MI0022212	hsa-mir-548az	high
MIMAT0025457	hsa-miR-548az-3p	high	MI0022212	hsa-mir-548az	high
MIMAT0019735	hsa-miR-4663	low	MI0017292	hsa-mir-4663	low
MIMAT0018447	hsa-miR-548aa	low	MI0016689	hsa-mir-548aa-1	low
MIMAT0004812	hsa-miR-548d-5p	high	MI0003668	hsa-mir-548d-1	high
MIMAT0003323	hsa-miR-548d-3p	high	MI0003668	hsa-mir-548d-1	high
MIMAT0027589	hsa-miR-6844	low	MI0022690	hsa-mir-6844	low
MIMAT0019736	hsa-miR-4662b	low	MI0017293	hsa-mir-4662b	low
MIMAT0019731	hsa-miR-4662a-5p	high	MI0017290	hsa-mir-4662a	high
MIMAT0019732	hsa-miR-4662a-3p	high	MI0017290	hsa-mir-4662a	high
MIMAT0005868	hsa-miR-1204	low	MI0006337	hsa-mir-1204	low
MIMAT0005869	hsa-miR-1205	low	MI0006338	hsa-mir-1205	low
MIMAT0005870	hsa-miR-1206	low	MI0006339	hsa-mir-1206	low
MIMAT0005871	hsa-miR-1207-5p	low	MI0006340	hsa-mir-1207	low
MIMAT0005872	hsa-miR-1207-3p	low	MI0006340	hsa-mir-1207	low
MIMAT0005873	hsa-miR-1208	low	MI0006341	hsa-mir-1208	low
MIMAT0018114	hsa-miR-3686	low	MI0016087	hsa-mir-3686	low
MIMAT0021125	hsa-miR-5194	low	MI0018173	hsa-mir-5194	low
MIMAT0030423	hsa-miR-7848-3p	low	MI0025518	hsa-mir-7848	low
MIMAT0000420	hsa-miR-30b-5p	high	MI0000441	hsa-mir-30b	high
MIMAT0004589	hsa-miR-30b-3p	high	MI0000441	hsa-mir-30b	high
MIMAT0000245	hsa-miR-30d-5p	high	MI0000255	hsa-mir-30d	high
MIMAT0004551	hsa-miR-30d-3p	high	MI0000255	hsa-mir-30d	high
MIMAT0004697	hsa-miR-151a-5p	low	MI0000809	hsa-mir-151a	low
MIMAT0000757	hsa-miR-151a-3p	low	MI0000809	hsa-mir-151a	low
MIMAT0005890	hsa-miR-1302	low	MI0006368	hsa-mir-1302-7	low
MIMAT0018999	hsa-miR-4472	low	MI0016823	hsa-mir-4472-1	low
MIMAT0019737	hsa-miR-4664-5p	low	MI0017294	hsa-mir-4664	low
MIMAT0019738	hsa-miR-4664-3p	low	MI0017294	hsa-mir-4664	low
MIMAT0004980	hsa-miR-937-3p	high	MI0005759	hsa-mir-937	high
MIMAT0022938	hsa-miR-937-5p	high	MI0005759	hsa-mir-937	high
MIMAT0027590	hsa-miR-6845-5p	low	MI0022691	hsa-mir-6845	low
MIMAT0027591	hsa-miR-6845-3p	low	MI0022691	hsa-mir-6845	low
MIMAT0003324	hsa-miR-661	low	MI0003669	hsa-mir-661	low
MIMAT0027592	hsa-miR-6846-5p	low	MI0022692	hsa-mir-6846	low
MIMAT0027593	hsa-miR-6846-3p	low	MI0022692	hsa-mir-6846	low
MIMAT0027594	hsa-miR-6847-5p	low	MI0022693	hsa-mir-6847	low
MIMAT0027595	hsa-miR-6847-3p	low	MI0022693	hsa-mir-6847	low
MIMAT0028121	hsa-miR-7112-5p	low	MI0022963	hsa-mir-7112	low
MIMAT0028122	hsa-miR-7112-3p	low	MI0022963	hsa-mir-7112	low
MIMAT0027596	hsa-miR-6848-5p	low	MI0022694	hsa-mir-6848	low
MIMAT0027597	hsa-miR-6848-3p	low	MI0022694	hsa-mir-6848	low
MIMAT0004982	hsa-miR-939-5p	low	MI0005761	hsa-mir-939	low
MIMAT0022939	hsa-miR-939-3p	low	MI0005761	hsa-mir-939	low
MIMAT0005589	hsa-miR-1234-3p	low	MI0006324	hsa-mir-1234	low
MIMAT0027598	hsa-miR-6849-5p	low	MI0022695	hsa-mir-6849	low
MIMAT0027599	hsa-miR-6849-3p	low	MI0022695	hsa-mir-6849	low
MIMAT0027686	hsa-miR-6893-5p	low	MI0022740	hsa-mir-6893	low
MIMAT0027687	hsa-miR-6893-3p	low	MI0022740	hsa-mir-6893	low
MIMAT0041631	hsa-miR-10400-5p	low	MI0033424	hsa-mir-10400	low
MIMAT0041632	hsa-miR-10400-3p	low	MI0033424	hsa-mir-10400	low
MIMAT0027600	hsa-miR-6850-5p	low	MI0022696	hsa-mir-6850	low
MIMAT0027601	hsa-miR-6850-3p	low	MI0022696	hsa-mir-6850	low
MIMAT0005890	hsa-miR-1302	low	MI0015978	hsa-mir-1302-9	low
MIMAT0000099	hsa-miR-101-3p	high	MI0000739	hsa-mir-101-2	high
MIMAT0037312	hsa-miR-101-2-5p	high	MI0000739	hsa-mir-101-2	high
MIMAT0019739	hsa-miR-4665-5p	low	MI0017295	hsa-mir-4665	low
MIMAT0019740	hsa-miR-4665-3p	low	MI0017295	hsa-mir-4665	low
MIMAT0015025	hsa-miR-3152-3p	low	MI0014179	hsa-mir-3152	low
MIMAT0019207	hsa-miR-3152-5p	low	MI0014179	hsa-mir-3152	low
MIMAT0019000	hsa-miR-4473	low	MI0016825	hsa-mir-4473	low
MIMAT0019234	hsa-miR-4474-5p	low	MI0016826	hsa-mir-4474	low
MIMAT0019001	hsa-miR-4474-3p	low	MI0016826	hsa-mir-4474	low
MIMAT0002807	hsa-miR-491-5p	high	MI0003126	hsa-mir-491	high
MIMAT0004765	hsa-miR-491-3p	high	MI0003126	hsa-mir-491	high
MIMAT0000089	hsa-miR-31-5p	high	MI0000089	hsa-mir-31	high
MIMAT0004504	hsa-miR-31-3p	high	MI0000089	hsa-mir-31	high
MIMAT0004924	hsa-miR-876-5p	high	MI0005542	hsa-mir-876	high
MIMAT0004925	hsa-miR-876-3p	high	MI0005542	hsa-mir-876	high
MIMAT0004953	hsa-miR-873-5p	high	MI0005564	hsa-mir-873	high
MIMAT0022717	hsa-miR-873-3p	high	MI0005564	hsa-mir-873	high
MIMAT0049011	hsa-miR-12117	low	MI0039719	hsa-mir-12117	low
MIMAT0027602	hsa-miR-6851-5p	low	MI0022697	hsa-mir-6851	low
MIMAT0027603	hsa-miR-6851-3p	low	MI0022697	hsa-mir-6851	low
MIMAT0019743	hsa-miR-4667-5p	low	MI0017297	hsa-mir-4667	low
MIMAT0019744	hsa-miR-4667-3p	low	MI0017297	hsa-mir-4667	low
MIMAT0027604	hsa-miR-6852-5p	low	MI0022698	hsa-mir-6852	low
MIMAT0027605	hsa-miR-6852-3p	low	MI0022698	hsa-mir-6852	low
MIMAT0027606	hsa-miR-6853-5p	low	MI0022699	hsa-mir-6853	low
MIMAT0027607	hsa-miR-6853-3p	low	MI0022699	hsa-mir-6853	low
MIMAT0019002	hsa-miR-4475	low	MI0016827	hsa-mir-4475	low
MIMAT0019083	hsa-miR-4540	low	MI0016911	hsa-mir-4540	low
MIMAT0019003	hsa-miR-4476	low	MI0016828	hsa-mir-4476	low
MIMAT0005887	hsa-miR-1299	low	MI0006359	hsa-mir-1299	low
MIMAT0019004	hsa-miR-4477a	low	MI0016829	hsa-mir-4477a	low
MIMAT0019005	hsa-miR-4477b	low	MI0016830	hsa-mir-4477b	low
MIMAT0019005	hsa-miR-4477b	low	MI0016830	hsa-mir-4477b	low
MIMAT0019004	hsa-miR-4477a	low	MI0016829	hsa-mir-4477a	low
MIMAT0000265	hsa-miR-204-5p	high	MI0000284	hsa-mir-204	high
MIMAT0022693	hsa-miR-204-3p	high	MI0000284	hsa-mir-204	high
MIMAT0000252	hsa-miR-7-5p	unknown	MI0000263	hsa-mir-7-1	high
MIMAT0004553	hsa-miR-7-1-3p	high	MI0000263	hsa-mir-7-1	high
MIMAT0016920	hsa-miR-4289	low	MI0015898	hsa-mir-4289	low
MIMAT0015026	hsa-miR-3153	low	MI0014180	hsa-mir-3153	low
MIMAT0016921	hsa-miR-4290	low	MI0015899	hsa-mir-4290	low
MIMAT0018184	hsa-miR-3910	low	MI0016414	hsa-mir-3910-1	low
MIMAT0018184	hsa-miR-3910	low	MI0016431	hsa-mir-3910-2	low
MIMAT0018071	hsa-miR-3651	low	MI0016051	hsa-mir-3651	low
MIMAT0019750	hsa-miR-4670-5p	high	MI0017301	hsa-mir-4670	high
MIMAT0019751	hsa-miR-4670-3p	high	MI0017301	hsa-mir-4670	high
MIMAT0022291	hsa-miR-548au-5p	low	MI0019145	hsa-mir-548au	low
MIMAT0022292	hsa-miR-548au-3p	low	MI0019145	hsa-mir-548au	low
MIMAT0016922	hsa-miR-4291	low	MI0015900	hsa-mir-4291	low
MIMAT0000062	hsa-let-7a-5p	high	MI0000060	hsa-let-7a-1	high
MIMAT0004481	hsa-let-7a-3p	high	MI0000060	hsa-let-7a-1	high
MIMAT0000067	hsa-let-7f-5p	high	MI0000067	hsa-let-7f-1	high
MIMAT0004486	hsa-let-7f-1-3p	high	MI0000067	hsa-let-7f-1	high
MIMAT0000065	hsa-let-7d-5p	high	MI0000065	hsa-let-7d	high
MIMAT0004484	hsa-let-7d-3p	high	MI0000065	hsa-let-7d	high
MIMAT0011778	hsa-miR-2278	low	MI0011285	hsa-mir-2278	low
MIMAT0023706	hsa-miR-6081	low	MI0020358	hsa-mir-6081	low
MIMAT0004587	hsa-miR-23b-5p	low	MI0000439	hsa-mir-23b	low
MIMAT0000418	hsa-miR-23b-3p	low	MI0000439	hsa-mir-23b	low
MIMAT0004588	hsa-miR-27b-5p	high	MI0000440	hsa-mir-27b	high
MIMAT0000419	hsa-miR-27b-3p	high	MI0000440	hsa-mir-27b	high
MIMAT0015027	hsa-miR-3074-3p	low	MI0014181	hsa-mir-3074	low
MIMAT0019208	hsa-miR-3074-5p	low	MI0014181	hsa-mir-3074	low
MIMAT0000079	hsa-miR-24-1-5p	high	MI0000080	hsa-mir-24-1	high
MIMAT0000080	hsa-miR-24-3p	high	MI0000080	hsa-mir-24-1	high
MIMAT0005890	hsa-miR-1302	low	MI0006369	hsa-mir-1302-8	low
MIMAT0027608	hsa-miR-6854-5p	low	MI0022700	hsa-mir-6854	low
MIMAT0027609	hsa-miR-6854-3p	low	MI0022700	hsa-mir-6854	low
MIMAT0031008	hsa-miR-8081	low	MI0025917	hsa-mir-8081	low
MIMAT0000090	hsa-miR-32-5p	high	MI0000090	hsa-mir-32	high
MIMAT0004505	hsa-miR-32-3p	high	MI0000090	hsa-mir-32	high
MIMAT0018202	hsa-miR-3927-3p	low	MI0016435	hsa-mir-3927	low
MIMAT0022970	hsa-miR-3927-5p	low	MI0016435	hsa-mir-3927	low
MIMAT0030017	hsa-miR-7702	low	MI0025238	hsa-mir-7702	low
MIMAT0019745	hsa-miR-4668-5p	low	MI0017298	hsa-mir-4668	low
MIMAT0019746	hsa-miR-4668-3p	low	MI0017298	hsa-mir-4668	low
MIMAT0003150	hsa-miR-455-5p	low	MI0003513	hsa-mir-455	low
MIMAT0004784	hsa-miR-455-3p	low	MI0003513	hsa-mir-455	low
MIMAT0000251	hsa-miR-147a	low	MI0000262	hsa-mir-147a	low
MIMAT0019006	hsa-miR-4478	low	MI0016831	hsa-mir-4478	low
MIMAT0003268	hsa-miR-600	low	MI0003613	hsa-mir-600	low
MIMAT0003269	hsa-miR-601	low	MI0003614	hsa-mir-601	low
MIMAT0028211	hsa-miR-7150	low	MI0023610	hsa-mir-7150	low
MIMAT0000256	hsa-miR-181a-5p	high	MI0000269	hsa-mir-181a-2	high
MIMAT0004558	hsa-miR-181a-2-3p	high	MI0000269	hsa-mir-181a-2	high
MIMAT0000257	hsa-miR-181b-5p	high	MI0000683	hsa-mir-181b-2	high
MIMAT0031893	hsa-miR-181b-2-3p	high	MI0000683	hsa-mir-181b-2	high
MIMAT0018185	hsa-miR-3911	low	MI0016415	hsa-mir-3911	low
MIMAT0019337	hsa-miR-3960	low	MI0016964	hsa-mir-3960	low
MIMAT0013802	hsa-miR-2861	low	MI0013006	hsa-mir-2861	low
MIMAT0019754	hsa-miR-4672	low	MI0017303	hsa-mir-4672	low
MIMAT0000263	hsa-miR-199b-5p	high	MI0000282	hsa-mir-199b	high
MIMAT0004563	hsa-miR-199b-3p	high	MI0000282	hsa-mir-199b	high
MIMAT0015028	hsa-miR-3154	low	MI0014182	hsa-mir-3154	low
MIMAT0000276	hsa-miR-219a-5p	high	MI0000740	hsa-mir-219a-2	high
MIMAT0004675	hsa-miR-219a-2-3p	high	MI0000740	hsa-mir-219a-2	high
MIMAT0019747	hsa-miR-219b-5p	high	MI0017299	hsa-mir-219b	high
MIMAT0019748	hsa-miR-219b-3p	high	MI0017299	hsa-mir-219b	high
MIMAT0027610	hsa-miR-6855-5p	high	MI0022701	hsa-mir-6855	high
MIMAT0027611	hsa-miR-6855-3p	high	MI0022701	hsa-mir-6855	high
MIMAT0049020	hsa-miR-12126	low	MI0039728	hsa-mir-12126	low
MIMAT0027612	hsa-miR-6856-5p	low	MI0022702	hsa-mir-6856	low
MIMAT0027613	hsa-miR-6856-3p	low	MI0022702	hsa-mir-6856	low
MIMAT0022471	hsa-miR-548aw	low	MI0019283	hsa-mir-548aw	low
MIMAT0027654	hsa-miR-6877-5p	low	MI0022724	hsa-mir-6877	low
MIMAT0027655	hsa-miR-6877-3p	low	MI0022724	hsa-mir-6877	low
MIMAT0019749	hsa-miR-4669	low	MI0017300	hsa-mir-4669	low
MIMAT0019007	hsa-miR-3689c	low	MI0016832	hsa-mir-3689c	low
MIMAT0018117	hsa-miR-3689a-5p	low	MI0016090	hsa-mir-3689a	low
MIMAT0018118	hsa-miR-3689a-3p	low	MI0016090	hsa-mir-3689a	low
MIMAT0019008	hsa-miR-3689d	low	MI0016834	hsa-mir-3689d-1	low
MIMAT0018180	hsa-miR-3689b-5p	low	MI0016411	hsa-mir-3689b	low
MIMAT0018181	hsa-miR-3689b-3p	low	MI0016411	hsa-mir-3689b	low
MIMAT0019008	hsa-miR-3689d	low	MI0016835	hsa-mir-3689d-2	low
MIMAT0019009	hsa-miR-3689e	low	MI0016836	hsa-mir-3689e	low
MIMAT0019010	hsa-miR-3689f	low	MI0016837	hsa-mir-3689f	low
MIMAT0019755	hsa-miR-4673	low	MI0017304	hsa-mir-4673	low
MIMAT0019756	hsa-miR-4674	low	MI0017305	hsa-mir-4674	low
MIMAT0000444	hsa-miR-126-5p	high	MI0000471	hsa-mir-126	high
MIMAT0000445	hsa-miR-126-3p	high	MI0000471	hsa-mir-126	high
MIMAT0025853	hsa-miR-6722-5p	low	MI0022557	hsa-mir-6722	low
MIMAT0025854	hsa-miR-6722-3p	low	MI0022557	hsa-mir-6722	low
MIMAT0016919	hsa-miR-4292	low	MI0015897	hsa-mir-4292	low
MIMAT0019011	hsa-miR-4479	low	MI0016838	hsa-mir-4479	low
MIMAT0018002	hsa-miR-3621	low	MI0016012	hsa-mir-3621	low
MIMAT0028125	hsa-miR-7114-5p	low	MI0022965	hsa-mir-7114	low
MIMAT0028126	hsa-miR-7114-3p	low	MI0022965	hsa-mir-7114	low
MIMAT0003270	hsa-miR-602	low	MI0003615	hsa-mir-602	low
MIMAT0018119	hsa-miR-3690	low	MI0016091	hsa-mir-3690-1	low
MIMAT0023714	hsa-miR-6089	low	MI0020366	hsa-mir-6089-1	low
MIMAT0019924	hsa-miR-4770	low	MI0017411	hsa-mir-4770	low
MIMAT0019919	hsa-miR-4767	low	MI0017408	hsa-mir-4767	low
MIMAT0003321	hsa-miR-651-5p	high	MI0003666	hsa-mir-651	high
MIMAT0026624	hsa-miR-651-3p	high	MI0003666	hsa-mir-651	high
MIMAT0022474	hsa-miR-548ax	high	MI0019286	hsa-mir-548ax	high
MIMAT0023711	hsa-miR-6086	low	MI0020363	hsa-mir-6086	low
MIMAT0019076	hsa-miR-548am-3p	high	MI0016904	hsa-mir-548am	high
MIMAT0022740	hsa-miR-548am-5p	high	MI0016904	hsa-mir-548am	high
MIMAT0019920	hsa-miR-4768-5p	low	MI0017409	hsa-mir-4768	low
MIMAT0019921	hsa-miR-4768-3p	low	MI0017409	hsa-mir-4768	low
MIMAT0018000	hsa-miR-23c	low	MI0016010	hsa-mir-23c	low
MIMAT0024618	hsa-miR-6134	low	MI0021279	hsa-mir-6134	low
MIMAT0022485	hsa-miR-4666b	low	MI0019299	hsa-mir-4666b	low
MIMAT0018189	hsa-miR-3915	low	MI0016420	hsa-mir-3915	low
MIMAT0005895	hsa-miR-548f-3p	low	MI0006378	hsa-mir-548f-5	low
MIMAT0018990	hsa-miR-548aj-3p	low	MI0016815	hsa-mir-548aj-2	low
MIMAT0022739	hsa-miR-548aj-5p	low	MI0016815	hsa-mir-548aj-2	low
MIMAT0018352	hsa-miR-3937	low	MI0016593	hsa-mir-3937	low
MIMAT0019077	hsa-miR-1587	low	MI0016905	hsa-mir-1587	low
MIMAT0004568	hsa-miR-221-5p	high	MI0000298	hsa-mir-221	high
