mature_accession	mature_name	mature_confidence	precursor_accession	precursor_name	precursor_confidence
MIMAT0027445	hsa-miR-6772-3p	low	MI0022617	hsa-mir-6772	low
MIMAT0000752	hsa-miR-328-3p	low	MI0000804	hsa-mir-328	low
MIMAT0026486	hsa-miR-328-5p	low	MI0000804	hsa-mir-328	low
MIMAT0027446	hsa-miR-6773-5p	low	MI0022618	hsa-mir-6773	low
MIMAT0027447	hsa-miR-6773-3p	low	MI0022618	hsa-mir-6773	low
MIMAT0007400	hsa-miR-1538	low	MI0007259	hsa-mir-1538	low
MIMAT0000431	hsa-miR-140-5p	high	MI0000456	hsa-mir-140	high
MIMAT0004597	hsa-miR-140-3p	high	MI0000456	hsa-mir-140	high
MIMAT0009447	hsa-miR-1972	low	MI0015977	hsa-mir-1972-2	low
MIMAT0019832	hsa-miR-4719	low	MI0017354	hsa-mir-4719	low
MIMAT0019833	hsa-miR-4720-5p	low	MI0017355	hsa-mir-4720	low
MIMAT0019834	hsa-miR-4720-3p	low	MI0017355	hsa-mir-4720	low
MIMAT0030429	hsa-miR-7854-3p	low	MI0025524	hsa-mir-7854	low
MIMAT0025464	hsa-miR-6504-5p	low	MI0022216	hsa-mir-6504	low
MIMAT0025465	hsa-miR-6504-3p	low	MI0022216	hsa-mir-6504	low
MIMAT0030985	hsa-miR-8058	low	MI0025894	hsa-mir-8058	low
MIMAT0015062	hsa-miR-3182	low	MI0014224	hsa-mir-3182	low
MIMAT0049022	hsa-miR-12128	low	MI0039730	hsa-mir-12128	low
MIMAT0021085	hsa-miR-5093	low	MI0017982	hsa-mir-5093	low
MIMAT0007884	hsa-miR-1910-5p	high	MI0008331	hsa-mir-1910	high
MIMAT0026917	hsa-miR-1910-3p	high	MI0008331	hsa-mir-1910	high
MIMAT0027448	hsa-miR-6774-5p	low	MI0022619	hsa-mir-6774	low
MIMAT0027449	hsa-miR-6774-3p	low	MI0022619	hsa-mir-6774	low
MIMAT0027450	hsa-miR-6775-5p	low	MI0022620	hsa-mir-6775	low
MIMAT0027451	hsa-miR-6775-3p	low	MI0022620	hsa-mir-6775	low
MIMAT0044658	hsa-miR-11401	low	MI0036560	hsa-mir-11401	low
MIMAT0021120	hsa-miR-5189-5p	low	MI0018168	hsa-mir-5189	low
MIMAT0027088	hsa-miR-5189-3p	low	MI0018168	hsa-mir-5189	low
MIMAT0019836	hsa-miR-4722-5p	low	MI0017357	hsa-mir-4722	low
MIMAT0019837	hsa-miR-4722-3p	low	MI0017357	hsa-mir-4722	low
MIMAT0015063	hsa-miR-3183	low	MI0014225	hsa-mir-3183	low
MIMAT0004495	hsa-miR-22-5p	high	MI0000078	hsa-mir-22	high
MIMAT0000077	hsa-miR-22-3p	high	MI0000078	hsa-mir-22	high
MIMAT0004594	hsa-miR-132-5p	high	MI0000449	hsa-mir-132	high
MIMAT0000426	hsa-miR-132-3p	high	MI0000449	hsa-mir-132	high
MIMAT0000269	hsa-miR-212-3p	high	MI0000288	hsa-mir-212	high
MIMAT0022695	hsa-miR-212-5p	high	MI0000288	hsa-mir-212	high
MIMAT0027452	hsa-miR-6776-5p	low	MI0022621	hsa-mir-6776	low
MIMAT0027453	hsa-miR-6776-3p	low	MI0022621	hsa-mir-6776	low
MIMAT0005904	hsa-miR-1253	low	MI0006387	hsa-mir-1253	low
MIMAT0027628	hsa-miR-6864-5p	low	MI0022711	hsa-mir-6864	low
MIMAT0027629	hsa-miR-6864-3p	low	MI0022711	hsa-mir-6864	low
MIMAT0027630	hsa-miR-6865-5p	low	MI0022712	hsa-mir-6865	low
MIMAT0027631	hsa-miR-6865-3p	low	MI0022712	hsa-mir-6865	low
MIMAT0019235	hsa-miR-4520-5p	low	MI0016886	hsa-mir-4520-1	low
MIMAT0019057	hsa-miR-4520-3p	low	MI0016886	hsa-mir-4520-1	low
MIMAT0019235	hsa-miR-4520-5p	low	MI0017358	hsa-mir-4520-2	low
MIMAT0020300	hsa-miR-4520-2-3p	low	MI0017358	hsa-mir-4520-2	low
MIMAT0000461	hsa-miR-195-5p	high	MI0000489	hsa-mir-195	high
MIMAT0004615	hsa-miR-195-3p	high	MI0000489	hsa-mir-195	high
MIMAT0002820	hsa-miR-497-5p	low	MI0003138	hsa-mir-497	low
MIMAT0004768	hsa-miR-497-3p	low	MI0003138	hsa-mir-497	low
MIMAT0000761	hsa-miR-324-5p	high	MI0000813	hsa-mir-324	high
MIMAT0000762	hsa-miR-324-3p	high	MI0000813	hsa-mir-324	high
MIMAT0016868	hsa-miR-4314	low	MI0015846	hsa-mir-4314	low
MIMAT0027666	hsa-miR-6883-5p	low	MI0022730	hsa-mir-6883	low
MIMAT0027667	hsa-miR-6883-3p	low	MI0022730	hsa-mir-6883	low
MIMAT0019058	hsa-miR-4521	low	MI0016887	hsa-mir-4521	low
MIMAT0004945	hsa-miR-744-5p	high	MI0005559	hsa-mir-744	high
MIMAT0004946	hsa-miR-744-3p	high	MI0005559	hsa-mir-744	high
MIMAT0019059	hsa-miR-1269b	low	MI0016888	hsa-mir-1269b	low
MIMAT0005928	hsa-miR-548h-5p	unknown	MI0006413	hsa-mir-548h-3	low
MIMAT0019853	hsa-miR-4731-5p	low	MI0017368	hsa-mir-4731	low
MIMAT0019854	hsa-miR-4731-3p	low	MI0017368	hsa-mir-4731	low
MIMAT0005942	hsa-miR-1288-3p	low	MI0006432	hsa-mir-1288	low
MIMAT0026743	hsa-miR-1288-5p	low	MI0006432	hsa-mir-1288	low
MIMAT0027454	hsa-miR-6777-5p	low	MI0022622	hsa-mir-6777	low
MIMAT0027455	hsa-miR-6777-3p	low	MI0022622	hsa-mir-6777	low
MIMAT0003301	hsa-miR-33b-5p	high	MI0003646	hsa-mir-33b	high
MIMAT0004811	hsa-miR-33b-3p	high	MI0003646	hsa-mir-33b	high
MIMAT0027456	hsa-miR-6778-5p	low	MI0022623	hsa-mir-6778	low
MIMAT0027457	hsa-miR-6778-3p	low	MI0022623	hsa-mir-6778	low
MIMAT0005825	hsa-miR-1180-3p	high	MI0006273	hsa-mir-1180	high
MIMAT0026735	hsa-miR-1180-5p	high	MI0006273	hsa-mir-1180	high
MIMAT0019060	hsa-miR-4522	low	MI0016889	hsa-mir-4522	low
MIMAT0019838	hsa-miR-4723-5p	low	MI0017359	hsa-mir-4723	low
MIMAT0019839	hsa-miR-4723-3p	low	MI0017359	hsa-mir-4723	low
MIMAT0001631	hsa-miR-451a	low	MI0001729	hsa-mir-451a	low
MIMAT0019840	hsa-miR-451b	low	MI0017360	hsa-mir-451b	low
MIMAT0004600	hsa-miR-144-5p	high	MI0000460	hsa-mir-144	high
MIMAT0000436	hsa-miR-144-3p	high	MI0000460	hsa-mir-144	high
MIMAT0019855	hsa-miR-4732-5p	low	MI0017369	hsa-mir-4732	low
MIMAT0019856	hsa-miR-4732-3p	low	MI0017369	hsa-mir-4732	low
MIMAT0019061	hsa-miR-4523	low	MI0016890	hsa-mir-4523	low
MIMAT0004748	hsa-miR-423-5p	high	MI0001445	hsa-mir-423	high
MIMAT0001340	hsa-miR-423-3p	high	MI0001445	hsa-mir-423	high
MIMAT0015064	hsa-miR-3184-5p	low	MI0014226	hsa-mir-3184	low
MIMAT0022731	hsa-miR-3184-3p	low	MI0014226	hsa-mir-3184	low
MIMAT0019857	hsa-miR-4733-5p	low	MI0017370	hsa-mir-4733	low
MIMAT0019858	hsa-miR-4733-3p	low	MI0017370	hsa-mir-4733	low
MIMAT0019841	hsa-miR-4724-5p	low	MI0017361	hsa-mir-4724	low
MIMAT0019842	hsa-miR-4724-3p	low	MI0017361	hsa-mir-4724	low
MIMAT0004614	hsa-miR-193a-5p	high	MI0000487	hsa-mir-193a	high
MIMAT0000459	hsa-miR-193a-3p	high	MI0000487	hsa-mir-193a	high
MIMAT0019843	hsa-miR-4725-5p	low	MI0017362	hsa-mir-4725	low
MIMAT0019844	hsa-miR-4725-3p	low	MI0017362	hsa-mir-4725	low
MIMAT0022833	hsa-miR-365b-5p	high	MI0000769	hsa-mir-365b	high
MIMAT0022834	hsa-miR-365b-3p	high	MI0000769	hsa-mir-365b	high
MIMAT0003302	hsa-miR-632	low	MI0003647	hsa-mir-632	low
MIMAT0013863	hsa-miR-2909	low	MI0013083	hsa-mir-2909	low
MIMAT0024612	hsa-miR-378j	low	MI0021273	hsa-mir-378j	low
MIMAT0019859	hsa-miR-4734	low	MI0017371	hsa-mir-4734	low
MIMAT0019845	hsa-miR-4726-5p	low	MI0017363	hsa-mir-4726	low
MIMAT0019846	hsa-miR-4726-3p	low	MI0017363	hsa-mir-4726	low
MIMAT0019847	hsa-miR-4727-5p	low	MI0017364	hsa-mir-4727	low
MIMAT0019848	hsa-miR-4727-3p	low	MI0017364	hsa-mir-4727	low
MIMAT0027458	hsa-miR-6779-5p	low	MI0022624	hsa-mir-6779	low
MIMAT0027459	hsa-miR-6779-3p	low	MI0022624	hsa-mir-6779	low
MIMAT0039765	hsa-miR-548bc	low	MI0032315	hsa-mir-548bc	low
MIMAT0019849	hsa-miR-4728-5p	high	MI0017365	hsa-mir-4728	high
MIMAT0019850	hsa-miR-4728-3p	high	MI0017365	hsa-mir-4728	high
MIMAT0027668	hsa-miR-6884-5p	low	MI0022731	hsa-mir-6884	low
MIMAT0027669	hsa-miR-6884-3p	low	MI0022731	hsa-mir-6884	low
MIMAT0027632	hsa-miR-6866-5p	low	MI0022713	hsa-mir-6866	low
MIMAT0027633	hsa-miR-6866-3p	low	MI0022713	hsa-mir-6866	low
MIMAT0027634	hsa-miR-6867-5p	low	MI0022714	hsa-mir-6867	low
MIMAT0027635	hsa-miR-6867-3p	low	MI0022714	hsa-mir-6867	low
MIMAT0025476	hsa-miR-6510-5p	low	MI0022222	hsa-mir-6510	low
MIMAT0025477	hsa-miR-6510-3p	low	MI0022222	hsa-mir-6510	low
MIMAT0022277	hsa-miR-548at-5p	high	MI0019137	hsa-mir-548at	high
MIMAT0022278	hsa-miR-548at-3p	high	MI0019137	hsa-mir-548at	high
MIMAT0021043	hsa-miR-5010-5p	high	MI0017878	hsa-mir-5010	high
MIMAT0021044	hsa-miR-5010-3p	high	MI0017878	hsa-mir-5010	high
MIMAT0027460	hsa-miR-6780a-5p	low	MI0022625	hsa-mir-6780a	low
MIMAT0027461	hsa-miR-6780a-3p	low	MI0022625	hsa-mir-6780a	low
MIMAT0027462	hsa-miR-6781-5p	low	MI0022626	hsa-mir-6781	low
MIMAT0027463	hsa-miR-6781-3p	low	MI0022626	hsa-mir-6781	low
MIMAT0011162	hsa-miR-2117	low	MI0010636	hsa-mir-2117	low
MIMAT0027464	hsa-miR-6782-5p	low	MI0022627	hsa-mir-6782	low
MIMAT0027465	hsa-miR-6782-3p	low	MI0022627	hsa-mir-6782	low
MIMAT0027466	hsa-miR-6783-5p	low	MI0022628	hsa-mir-6783	low
MIMAT0027467	hsa-miR-6783-3p	low	MI0022628	hsa-mir-6783	low
MIMAT0027468	hsa-miR-6784-5p	low	MI0022629	hsa-mir-6784	low
MIMAT0027469	hsa-miR-6784-3p	low	MI0022629	hsa-mir-6784	low
MIMAT0016866	hsa-miR-4315	low	MI0015844	hsa-mir-4315-1	low
MIMAT0021081	hsa-miR-5089-5p	low	MI0017978	hsa-mir-5089	low
MIMAT0022984	hsa-miR-5089-3p	low	MI0017978	hsa-mir-5089	low
MIMAT0041128	hsa-miR-10226	low	MI0033056	hsa-mir-10226	low
MIMAT0000438	hsa-miR-152-3p	high	MI0000462	hsa-mir-152	high
MIMAT0026479	hsa-miR-152-5p	high	MI0000462	hsa-mir-152	high
MIMAT0005866	hsa-miR-1203	low	MI0006335	hsa-mir-1203	low
MIMAT0000253	hsa-miR-10a-5p	high	MI0000266	hsa-mir-10a	high
MIMAT0004555	hsa-miR-10a-3p	high	MI0000266	hsa-mir-10a	high
MIMAT0000226	hsa-miR-196a-5p	high	MI0000238	hsa-mir-196a-1	high
MIMAT0037307	hsa-miR-196a-1-3p	high	MI0000238	hsa-mir-196a-1	high
MIMAT0015065	hsa-miR-3185	low	MI0014227	hsa-mir-3185	low
MIMAT0024613	hsa-miR-6129	low	MI0021274	hsa-mir-6129	low
MIMAT0024782	hsa-miR-6165	low	MI0021472	hsa-mir-6165	low
MIMAT0030986	hsa-miR-8059	low	MI0025895	hsa-mir-8059	low
MIMAT0017992	hsa-miR-3614-5p	high	MI0016004	hsa-mir-3614	high
MIMAT0017993	hsa-miR-3614-3p	high	MI0016004	hsa-mir-3614	high
MIMAT0000433	hsa-miR-142-5p	high	MI0000458	hsa-mir-142	high
MIMAT0000434	hsa-miR-142-3p	high	MI0000458	hsa-mir-142	high
MIMAT0019862	hsa-miR-4736	low	MI0017373	hsa-mir-4736	low
MIMAT0003884	hsa-miR-454-5p	high	MI0003820	hsa-mir-454	high
MIMAT0003885	hsa-miR-454-3p	high	MI0003820	hsa-mir-454	high
MIMAT0000688	hsa-miR-301a-3p	high	MI0000745	hsa-mir-301a	high
MIMAT0022696	hsa-miR-301a-5p	high	MI0000745	hsa-mir-301a	high
MIMAT0019851	hsa-miR-4729	low	MI0017366	hsa-mir-4729	low
MIMAT0000076	hsa-miR-21-5p	high	MI0000077	hsa-mir-21	high
MIMAT0004494	hsa-miR-21-3p	high	MI0000077	hsa-mir-21	high
MIMAT0019863	hsa-miR-4737	low	MI0017374	hsa-mir-4737	low
MIMAT0003303	hsa-miR-633	low	MI0003648	hsa-mir-633	low
MIMAT0019864	hsa-miR-3064-5p	high	MI0017375	hsa-mir-3064	high
MIMAT0019865	hsa-miR-3064-3p	high	MI0017375	hsa-mir-3064	high
MIMAT0020541	hsa-miR-5047	low	MI0017932	hsa-mir-5047	low
MIMAT0023705	hsa-miR-6080	low	MI0020357	hsa-mir-6080	low
MIMAT0016866	hsa-miR-4315	low	MI0015983	hsa-mir-4315-2	low
MIMAT0003304	hsa-miR-634	low	MI0003649	hsa-mir-634	low
MIMAT0004812	hsa-miR-548d-5p	high	MI0003671	hsa-mir-548d-2	high
MIMAT0003323	hsa-miR-548d-3p	high	MI0003671	hsa-mir-548d-2	high
MIMAT0018447	hsa-miR-548aa	low	MI0016690	hsa-mir-548aa-2	low
MIMAT0003305	hsa-miR-635	low	MI0003650	hsa-mir-635	low
MIMAT0022255	hsa-miR-4524b-5p	low	MI0019114	hsa-mir-4524b	low
MIMAT0022256	hsa-miR-4524b-3p	low	MI0019114	hsa-mir-4524b	low
MIMAT0019062	hsa-miR-4524a-5p	high	MI0016891	hsa-mir-4524a	high
MIMAT0019063	hsa-miR-4524a-3p	high	MI0016891	hsa-mir-4524a	high
MIMAT0017994	hsa-miR-3615	low	MI0016005	hsa-mir-3615	low
MIMAT0018102	hsa-miR-3678-5p	low	MI0016079	hsa-mir-3678	low
MIMAT0018103	hsa-miR-3678-3p	low	MI0016079	hsa-mir-3678	low
MIMAT0027470	hsa-miR-6785-5p	low	MI0022630	hsa-mir-6785	low
MIMAT0027471	hsa-miR-6785-3p	low	MI0022630	hsa-mir-6785	low
MIMAT0019866	hsa-miR-4738-5p	low	MI0017376	hsa-mir-4738	low
MIMAT0019867	hsa-miR-4738-3p	low	MI0017376	hsa-mir-4738	low
MIMAT0027636	hsa-miR-6868-5p	low	MI0022715	hsa-mir-6868	low
MIMAT0027637	hsa-miR-6868-3p	low	MI0022715	hsa-mir-6868	low
MIMAT0003306	hsa-miR-636	low	MI0003651	hsa-mir-636	low
MIMAT0030417	hsa-miR-6516-5p	low	MI0025513	hsa-mir-6516	low
MIMAT0030418	hsa-miR-6516-3p	low	MI0025513	hsa-mir-6516	low
MIMAT0016867	hsa-miR-4316	low	MI0015845	hsa-mir-4316	low
MIMAT0019868	hsa-miR-4739	low	MI0017377	hsa-mir-4739	low
MIMAT0018925	hsa-miR-1268b	low	MI0016748	hsa-mir-1268b	low
MIMAT0019852	hsa-miR-4730	low	MI0017367	hsa-mir-4730	low
MIMAT0003335	hsa-miR-657	low	MI0003681	hsa-mir-657	low
MIMAT0015066	hsa-miR-3065-5p	high	MI0014228	hsa-mir-3065	high
MIMAT0015378	hsa-miR-3065-3p	high	MI0014228	hsa-mir-3065	high
MIMAT0004701	hsa-miR-338-5p	high	MI0000814	hsa-mir-338	high
MIMAT0000763	hsa-miR-338-3p	high	MI0000814	hsa-mir-338	high
MIMAT0005902	hsa-miR-1250-5p	low	MI0006385	hsa-mir-1250	low
MIMAT0026740	hsa-miR-1250-3p	low	MI0006385	hsa-mir-1250	low
MIMAT0019869	hsa-miR-4740-5p	low	MI0017378	hsa-mir-4740	low
MIMAT0019870	hsa-miR-4740-3p	low	MI0017378	hsa-mir-4740	low
MIMAT0015067	hsa-miR-3186-5p	low	MI0014229	hsa-mir-3186	low
MIMAT0015068	hsa-miR-3186-3p	low	MI0014229	hsa-mir-3186	low
MIMAT0027472	hsa-miR-6786-5p	low	MI0022631	hsa-mir-6786	low
MIMAT0027473	hsa-miR-6786-3p	low	MI0022631	hsa-mir-6786	low
MIMAT0027474	hsa-miR-6787-5p	low	MI0022632	hsa-mir-6787	low
MIMAT0027475	hsa-miR-6787-3p	low	MI0022632	hsa-mir-6787	low
MIMAT0019064	hsa-miR-4525	low	MI0016892	hsa-mir-4525	low
MIMAT0031005	hsa-miR-8078	low	MI0025914	hsa-mir-8078	low
MIMAT0025849	hsa-miR-6718-5p	low	MI0022553	hsa-mir-6718	low
MIMAT0019361	hsa-miR-3976	low	MI0016994	hsa-mir-3976	low
MIMAT0016872	hsa-miR-4317	low	MI0015850	hsa-mir-4317	low
MIMAT0027476	hsa-miR-6788-5p	low	MI0022633	hsa-mir-6788	low
MIMAT0027477	hsa-miR-6788-3p	low	MI0022633	hsa-mir-6788	low
MIMAT0028216	hsa-miR-7153-5p	low	MI0023613	hsa-mir-7153	low
MIMAT0028217	hsa-miR-7153-3p	low	MI0023613	hsa-mir-7153	low
MIMAT0021121	hsa-miR-5190	low	MI0018169	hsa-mir-5190	low
MIMAT0019065	hsa-miR-4526	low	MI0016893	hsa-mir-4526	low
MIMAT0015030	hsa-miR-3156-5p	low	MI0014230	hsa-mir-3156-2	low
MIMAT0019209	hsa-miR-3156-3p	low	MI0014230	hsa-mir-3156-2	low
MIMAT0005793	hsa-miR-320c	low	MI0003778	hsa-mir-320c-1	low
MIMAT0000427	hsa-miR-133a-3p	high	MI0000450	hsa-mir-133a-1	high
MIMAT0026478	hsa-miR-133a-5p	high	MI0000450	hsa-mir-133a-1	high
MIMAT0000416	hsa-miR-1-3p	high	MI0000437	hsa-mir-1-2	high
MIMAT0019871	hsa-miR-4741	low	MI0017379	hsa-mir-4741	low
MIMAT0005793	hsa-miR-320c	low	MI0008191	hsa-mir-320c-2	low
MIMAT0030984	hsa-miR-8057	low	MI0025893	hsa-mir-8057	low
MIMAT0005932	hsa-miR-302f	low	MI0006418	hsa-mir-302f	low
MIMAT0019360	hsa-miR-3975	low	MI0016993	hsa-mir-3975	low
MIMAT0004561	hsa-miR-187-5p	high	MI0000274	hsa-mir-187	high
MIMAT0000262	hsa-miR-187-3p	high	MI0000274	hsa-mir-187	high
MIMAT0018206	hsa-miR-3929	low	MI0016439	hsa-mir-3929	low
MIMAT0016869	hsa-miR-4318	low	MI0015847	hsa-mir-4318	low
MIMAT0004974	hsa-miR-924	low	MI0005716	hsa-mir-924	low
MIMAT0022281	hsa-miR-5583-5p	high	MI0019140	hsa-mir-5583-2	high
MIMAT0022282	hsa-miR-5583-3p	high	MI0019140	hsa-mir-5583-2	high
MIMAT0022281	hsa-miR-5583-5p	high	MI0019139	hsa-mir-5583-1	high
MIMAT0022282	hsa-miR-5583-3p	high	MI0019139	hsa-mir-5583-1	high
MIMAT0016870	hsa-miR-4319	low	MI0015848	hsa-mir-4319	low
MIMAT0019066	hsa-miR-4527	low	MI0016894	hsa-mir-4527	low
MIMAT0019874	hsa-miR-4743-5p	low	MI0017381	hsa-mir-4743	low
MIMAT0022978	hsa-miR-4743-3p	low	MI0017381	hsa-mir-4743	low
MIMAT0019875	hsa-miR-4744	low	MI0017382	hsa-mir-4744	low
MIMAT0007401	hsa-miR-1539	low	MI0007260	hsa-mir-1539	low
MIMAT0016871	hsa-miR-4320	low	MI0015849	hsa-mir-4320	low
MIMAT0019067	hsa-miR-4528	low	MI0016895	hsa-mir-4528	low
MIMAT0019236	hsa-miR-4529-5p	low	MI0016896	hsa-mir-4529	low
MIMAT0019068	hsa-miR-4529-3p	low	MI0016896	hsa-mir-4529	low
MIMAT0000421	hsa-miR-122-5p	high	MI0000442	hsa-mir-122	high
MIMAT0004590	hsa-miR-122-3p	high	MI0000442	hsa-mir-122	high
MIMAT0019876	hsa-miR-122b-5p	high	MI0017383	hsa-mir-122b	high
MIMAT0019877	hsa-miR-122b-3p	high	MI0017383	hsa-mir-122b	high
MIMAT0021045	hsa-miR-5011-5p	low	MI0017879	hsa-mir-5011	low
MIMAT0021046	hsa-miR-5011-3p	low	MI0017879	hsa-mir-5011	low
MIMAT0022303	hsa-miR-548av-5p	high	MI0019152	hsa-mir-548av	high
MIMAT0022304	hsa-miR-548av-3p	high	MI0019152	hsa-mir-548av	high
MIMAT0005890	hsa-miR-1302	low	MI0015980	hsa-mir-1302-11	low
MIMAT0019878	hsa-miR-4745-5p	low	MI0017384	hsa-mir-4745	low
MIMAT0019879	hsa-miR-4745-3p	low	MI0017384	hsa-mir-4745	low
MIMAT0015069	hsa-miR-3187-3p	high	MI0014231	hsa-mir-3187	high
MIMAT0019216	hsa-miR-3187-5p	high	MI0014231	hsa-mir-3187	high
MIMAT0007882	hsa-miR-1909-5p	low	MI0008330	hsa-mir-1909	low
MIMAT0007883	hsa-miR-1909-3p	low	MI0008330	hsa-mir-1909	low
MIMAT0005580	hsa-miR-1227-3p	low	MI0006316	hsa-mir-1227	low
MIMAT0022941	hsa-miR-1227-5p	low	MI0006316	hsa-mir-1227	low
MIMAT0027478	hsa-miR-6789-5p	low	MI0022634	hsa-mir-6789	low
MIMAT0027479	hsa-miR-6789-3p	low	MI0022634	hsa-mir-6789	low
MIMAT0016874	hsa-miR-4321	low	MI0015852	hsa-mir-4321	low
MIMAT0028113	hsa-miR-7108-5p	low	MI0022959	hsa-mir-7108	low
MIMAT0028114	hsa-miR-7108-3p	low	MI0022959	hsa-mir-7108	low
MIMAT0030425	hsa-miR-7850-5p	low	MI0025520	hsa-mir-7850	low
MIMAT0003307	hsa-miR-637	low	MI0003652	hsa-mir-637	low
MIMAT0019880	hsa-miR-4746-5p	high	MI0017385	hsa-mir-4746	high
MIMAT0019881	hsa-miR-4746-3p	high	MI0017385	hsa-mir-4746	high
MIMAT0000252	hsa-miR-7-5p	unknown	MI0000265	hsa-mir-7-3	low
MIMAT0019882	hsa-miR-4747-5p	low	MI0017386	hsa-mir-4747	low
MIMAT0019883	hsa-miR-4747-3p	low	MI0017386	hsa-mir-4747	low
MIMAT0027670	hsa-miR-6885-5p	low	MI0022732	hsa-mir-6885	low
MIMAT0027671	hsa-miR-6885-3p	low	MI0022732	hsa-mir-6885	low
MIMAT0027480	hsa-miR-6790-5p	low	MI0022635	hsa-mir-6790	low
MIMAT0027481	hsa-miR-6790-3p	low	MI0022635	hsa-mir-6790	low
MIMAT0018356	hsa-miR-3940-3p	high	MI0016597	hsa-mir-3940	high
MIMAT0019229	hsa-miR-3940-5p	high	MI0016597	hsa-mir-3940	high
MIMAT0027482	hsa-miR-6791-5p	high	MI0022636	hsa-mir-6791	high
MIMAT0027483	hsa-miR-6791-3p	high	MI0022636	hsa-mir-6791	high
MIMAT0027484	hsa-miR-6792-5p	low	MI0022637	hsa-mir-6792	low
MIMAT0027485	hsa-miR-6792-3p	low	MI0022637	hsa-mir-6792	low
MIMAT0021017	hsa-miR-4999-5p	low	MI0017865	hsa-mir-4999	low
MIMAT0021018	hsa-miR-4999-3p	low	MI0017865	hsa-mir-4999	low
MIMAT0022297	hsa-miR-5589-5p	low	MI0019148	hsa-mir-5589	low
MIMAT0022298	hsa-miR-5589-3p	low	MI0019148	hsa-mir-5589	low
MIMAT0016873	hsa-miR-4322	low	MI0015851	hsa-mir-4322	low
MIMAT0005826	hsa-miR-1181	low	MI0006274	hsa-mir-1181	low
MIMAT0005593	hsa-miR-1238-3p	low	MI0006328	hsa-mir-1238	low
MIMAT0022947	hsa-miR-1238-5p	low	MI0006328	hsa-mir-1238	low
MIMAT0003308	hsa-miR-638	low	MI0003653	hsa-mir-638	low
MIMAT0019884	hsa-miR-4748	low	MI0017387	hsa-mir-4748	low
MIMAT0000231	hsa-miR-199a-5p	high	MI0000242	hsa-mir-199a-1	high
MIMAT0000232	hsa-miR-199a-3p	high	MI0000242	hsa-mir-199a-1	high
MIMAT0027486	hsa-miR-6793-5p	high	MI0022638	hsa-mir-6793	high
MIMAT0027487	hsa-miR-6793-3p	high	MI0022638	hsa-mir-6793	high
MIMAT0027672	hsa-miR-6886-5p	low	MI0022733	hsa-mir-6886	low
MIMAT0027673	hsa-miR-6886-3p	low	MI0022733	hsa-mir-6886	low
MIMAT0031177	hsa-miR-7974	low	MI0025750	hsa-mir-7974	low
MIMAT0041621	hsa-miR-10395-5p	low	MI0033419	hsa-mir-10395	low
MIMAT0041622	hsa-miR-10395-3p	low	MI0033419	hsa-mir-10395	low
MIMAT0022473	hsa-miR-5684	low	MI0019285	hsa-mir-5684	low
MIMAT0027488	hsa-miR-6794-5p	low	MI0022639	hsa-mir-6794	low
MIMAT0027489	hsa-miR-6794-3p	low	MI0022639	hsa-mir-6794	low
MIMAT0022488	hsa-miR-5695	low	MI0019302	hsa-mir-5695	low
MIMAT0025486	hsa-miR-6515-5p	low	MI0022227	hsa-mir-6515	low
MIMAT0025487	hsa-miR-6515-3p	low	MI0022227	hsa-mir-6515	low
MIMAT0000080	hsa-miR-24-3p	high	MI0000081	hsa-mir-24-2	high
MIMAT0004497	hsa-miR-24-2-5p	high	MI0000081	hsa-mir-24-2	high
MIMAT0004501	hsa-miR-27a-5p	high	MI0000085	hsa-mir-27a	high
MIMAT0000084	hsa-miR-27a-3p	high	MI0000085	hsa-mir-27a	high
MIMAT0004496	hsa-miR-23a-5p	high	MI0000079	hsa-mir-23a	high
MIMAT0000078	hsa-miR-23a-3p	high	MI0000079	hsa-mir-23a	high
MIMAT0000258	hsa-miR-181c-5p	high	MI0000271	hsa-mir-181c	high
MIMAT0004559	hsa-miR-181c-3p	high	MI0000271	hsa-mir-181c	high
MIMAT0002821	hsa-miR-181d-5p	high	MI0003139	hsa-mir-181d	high
MIMAT0026608	hsa-miR-181d-3p	high	MI0003139	hsa-mir-181d	high
MIMAT0031119	hsa-miR-1199-5p	low	MI0020340	hsa-mir-1199	low
MIMAT0031120	hsa-miR-1199-3p	low	MI0020340	hsa-mir-1199	low
MIMAT0003309	hsa-miR-639	low	MI0003654	hsa-mir-639	low
MIMAT0027490	hsa-miR-6795-5p	low	MI0022640	hsa-mir-6795	low
MIMAT0027491	hsa-miR-6795-3p	low	MI0022640	hsa-mir-6795	low
MIMAT0007348	hsa-miR-1470	low	MI0007075	hsa-mir-1470	low
MIMAT0015070	hsa-miR-3188	low	MI0014232	hsa-mir-3188	low
MIMAT0015071	hsa-miR-3189-3p	high	MI0014233	hsa-mir-3189	high
MIMAT0019217	hsa-miR-3189-5p	high	MI0014233	hsa-mir-3189	high
MIMAT0003310	hsa-miR-640	low	MI0003655	hsa-mir-640	low
MIMAT0005924	hsa-miR-1270	low	MI0006407	hsa-mir-1270	low
MIMAT0027674	hsa-miR-6887-5p	low	MI0022734	hsa-mir-6887	low
MIMAT0027675	hsa-miR-6887-3p	low	MI0022734	hsa-mir-6887	low
MIMAT0021128	hsa-miR-5196-5p	low	MI0018175	hsa-mir-5196	low
MIMAT0021129	hsa-miR-5196-3p	low	MI0018175	hsa-mir-5196	low
